WKT,fid,COUNTRY,NAME,ADDR1,ADDR2,ADDR3,ADDR4,ADDR5,CAT_MOD,STATE
POINT (-85.4063095 44.913239),16798637,US,Private Shoreline Beach-south Of Duck Lake,8326 N Bayshore Dr,"Elk Rapids, MI  49629",United States,,,travel_and_leisure.beach,MI
POINT (-177.2095427 51.8154232),16802657,US,Belleview Beach,Kanaga Island,AK,United States,,,travel_and_leisure.beach,AK
POINT (-123.1330276 38.4535551),16803166,US,Jenner Beach,,,,,,travel_and_leisure.beach,CA
POINT (-122.6569033 48.2832215),16803884,US,Sundae Beach,1500 SW Beeksma Dr,"Oak Harbor, WA 98277",United States,,,travel_and_leisure.beach,WA
POINT (173.164935 52.8232648),16803909,US,Casco Beach,Attu Island,AK,United States,,,travel_and_leisure.beach,ME
POINT (-81.4067857 31.1150871),16808372,US,Driftwood Beach,N Beachview Drive,"Jekyll Island, GA 31527",United States,,,travel_and_leisure.beach,GA
POINT (-122.9752407 48.6130749),16809125,US,"Victim Island, Beach 251b",Victim Island,WA,United States,,,travel_and_leisure.beach,WA
POINT (-134.3859673 58.2728572),16812349,US,Savikko Park (Sandy Beach),101 Savikko Rd,"Douglas, AK  99824",United States,,,travel_and_leisure.beach,AK
POINT (-117.8827085 33.5945601),16813372,US,West Jetty View Beach,2300 Channel Rd,"Newport Beach, CA 92661",United States,,,travel_and_leisure.beach,CA
POINT (-78.7950975 33.7554452),16813877,US,Singleton Swash Beach,"Myrtle Beach, SC 29572",United States,,,,travel_and_leisure.beach,SC
POINT (-85.6360676 44.7705253),16815112,US,West End Beach,716 W Grandview Pkwy,"Traverse City, MI  49684",United States,,,travel_and_leisure.beach,MI
POINT (-86.230279 30.3962175),16815847,US,Santa Rosa Beach,1535 CR-393,"Santa Rosa Beach, FL  32459",United States,,,travel_and_leisure.beach,FL
POINT (-73.3160377 40.9268972),16817615,US,Makamah Beach,30 Makamah Beach Rd,"Northport, NY  11768",United States,,,travel_and_leisure.beach,NY
POINT (-66.2970255 18.4761712),16819929,US,Playa Punta Mameyes,Puerto Rico,PR,United States,,,travel_and_leisure.beach,PR
POINT (-70.709815 41.7326218),16825315,US,Long Beach,Wareham River,"Wareham, MA",United States,,,travel_and_leisure.beach,MA
POINT (-75.1993814 40.7065808),16825891,US,Municipal Beach,563 N Delaware Rd,"Easton, PA  18042",United States,,,travel_and_leisure.beach,PA
POINT (-82.4242135 41.400223),16825984,US,Sugar Creek,11317 W Lake Rd,OH  44089,United States,,,travel_and_leisure.beach,OH
POINT (-117.718753 33.4707779),16826446,US,Niguel Shores Beach,10 Breakers Isle,"Dana Point, CA 92629",United States,,,travel_and_leisure.beach,CA
POINT (-88.298343 47.415258),16833180,US,Eagle River Beach,5033 Front St,"Mohawk, MI  49950",United States,,,travel_and_leisure.beach,MI
POINT (-70.0310983 41.9184884),16833747,US,Burton Baker,183 Samoset Ave,"Wellfleet, MA  02667",United States,,,travel_and_leisure.beach,MA
POINT (-70.006523 41.673321),16835110,US,Ridgevale Beach,434 Ridgevale Rd,"Chatham, MA  02633",United States,,,travel_and_leisure.beach,MA
POINT (-86.7073971 45.6525151),16839153,US,Private Shoreline Beach-cherry Cove,Sac Bay,"Fairbanks Township, MI",United States,,,travel_and_leisure.beach,MI
POINT (-117.25299 32.77266),16840202,US,California National Seashore,Ocean Front Walk,"San Diego, CA  92109",United States,,,travel_and_leisure.beach,CA
POINT (-70.2358532 41.7230154),16840218,US,Bass Hole Boardwalk,,,,,,travel_and_leisure.beach,MA
POINT (-66.0495132 18.4529514),16841317,US,Karen's Beach,Calle General Patton,"San Juan, PR  00913",United States,,,travel_and_leisure.beach,PR
POINT (-80.1572639 25.6894814),16842930,US,Key Biscayne Beach Club ,685 Ocean Dr,"Key Biscayne, FL 33149",United States,,,travel_and_leisure.beach,FL
POINT (-71.0105952 42.3838955),16848858,US,Constitution Beach Park,799 Bennington St,"Boston, MA 02128",United States,,,travel_and_leisure.beach,MA
POINT (-80.1382477 42.1437575),16852771,US,Beach 6,6 Peninsula Dr,"Erie, PA  16505",United States,,,travel_and_leisure.beach,PA
POINT (-93.3206477 44.9535027),16858041,US,Cedar Lake South Beach,3500 Cedar Lake Pkwy,"Minneapolis, MN  55416",United States,,,travel_and_leisure.beach,MN
POINT (-72.4305318 43.649284),16859491,US,Lake Pinneo Beach,94 Murphy Rd,"Quechee, VT  05047",United States,,,travel_and_leisure.beach,VT
POINT (-87.3057153 45.4820326),16861786,US,Lake Michigan-fox Park,N10266–N10394 M-35,"Cedarville Township, MI  49887",United States,,,travel_and_leisure.beach,MI
POINT (-85.116666 45.551754),16862890,US,Middle Village Park - Church Beach,111 N Lamkin Rd,"Harbor Springs, MI  49740",United States,,,travel_and_leisure.beach,MI
POINT (-65.4218396 18.1034094),16865793,US,Playa Corcho,Vieques,"Puerto Ferro, PR  00765",United States,,,travel_and_leisure.beach,PR
POINT (-94.133373 46.593379),16868054,US,Pelican Sands Beach,30265 CR-3,"Merrifield, MN  56465",United States,,,travel_and_leisure.beach,MN
POINT (-122.6703314 47.5987791),16875465,US,Dyes Inlet,3230 Rocky Point Rd NW,"Bremerton, WA  98312",United States,,,travel_and_leisure.beach,WA
POINT (-87.003139 41.6836745),16881229,US,Dunbar Beach,301 E Lake Front Dr,"Chesterton, IN  46301",United States,,,travel_and_leisure.beach,IN
POINT (-85.162167 32.683292),16881302,US,Lake Harding,22 County Road 2147,"Valley, AL  36854",United States,,,travel_and_leisure.beach,AL
POINT (-76.4251666 43.3115643),16884154,US,Stevenson Beach,201 CPL C W Barrett Dr,"Fulton, NY  13069",United States,,,travel_and_leisure.beach,NY
POINT (-66.2721203 18.4789637),16887050,US,Costa Dorado Bay,,,,,,travel_and_leisure.beach,PR
POINT (-71.668333 43.194611),16889274,US,Kimball Pond Beach,58 Rollins Rd,"Contoocook, NH  03229",United States,,,travel_and_leisure.beach,NH
POINT (-118.3150712 47.9066861),16890883,US,Fort Spokane Swim Beach,Spokane River Arm,"Davenport, WA",United States,,,travel_and_leisure.beach,WA
POINT (-98.0160945 38.6491228),16892863,US,Public Swimming Beach,"Geneseo, KS  67444",United States,,,,travel_and_leisure.beach,KS
POINT (-118.4134044 33.7532372),16893063,US,Golden Cove Beach,"Rancho Palos Verdes, CA  90275",United States,,,,travel_and_leisure.beach,CA
POINT (-93.4465877 35.5341018),16893785,US,Lake Ludwig Public Beach,1091 Lake Rd,"Clarksville, AR  72830",United States,,,travel_and_leisure.beach,AR
POINT (-67.1720525 18.0187314),16894783,US,Tanga Beach,"Boquerón, PR  00622",United States,,,,travel_and_leisure.beach,PR
POINT (-65.44442 18.092325),16895703,US,Navio Beach,Vieques,PR,United States,,,travel_and_leisure.beach,PR
POINT (-122.281147 47.7228326),16895814,US,Lake City Beach Park,13000 Riviera Pl NE,"Seattle, WA  98125",United States,,,travel_and_leisure.beach,WA
POINT (-70.1181498 42.0492818),16897860,US,Noons Landing,322 Shore Rd,"Truro, MA  02666",United States,,,travel_and_leisure.beach,MA
POINT (-80.1997483 25.7461739),16901049,US,Windsurfer Beach,3300 Rickenbacker Cswy,"Key Biscayne, FL 33149",United States,,,travel_and_leisure.beach,FL
POINT (-70.6082272 43.1746355),16903388,US,Ellis Short Sands Beach,37 Ocean Ave,"York, ME  03909",United States,,,travel_and_leisure.beach,ME
POINT (-70.757687 41.6558376),16907120,US,Hollywoods Beach,1 Avenue A,"Mattapoisett, MA  02739",United States,,,travel_and_leisure.beach,MA
POINT (-70.0810188 41.6636229),16918928,US,Atlantic,5 Atlantic Ave,"Harwich Port, MA  02646",United States,,,travel_and_leisure.beach,MA
POINT (-117.9297996 33.6082039),16924870,US,Newport Municipal Beach,,,,,,travel_and_leisure.beach,CA
POINT (-88.1657124 30.2497997),16939767,US,Soul Surfing,2507 Bienville Blvd,"Dauphin Island, AL  36528",United States,,,travel_and_leisure.beach,AL
POINT (-124.3946722 43.2118082),16941668,US,Whiskey Run Beach,88523 Whiskey Run Ln,"Bandon, OR 97411",United States,,,travel_and_leisure.beach,OR
POINT (-82.759026 29.0036441),16942524,US,Yankeetown Beach,8000 CR-40,"Yankeetown, FL  34498",United States,,,travel_and_leisure.beach,FL
POINT (-122.5427988 47.5966428),16943132,US,Lytle Beach,"Bainbridge Island, WA",United States,,,,travel_and_leisure.beach,WA
POINT (-66.1061 18.467861),16943629,US,Playa Pena,PR-25R,"San Juan, PR  00901",United States,,,travel_and_leisure.beach,PR
POINT (-82.72837 27.61542),16944136,US,Fort DeSoto Dog Beach,Mullet Key,FL,United States,,,travel_and_leisure.beach,FL
POINT (-117.2925316 33.0344806),16944270,US,Swami’s Beach,1298 S Coast Hwy 101,"Encinitas, CA  92024",United States,,,travel_and_leisure.beach,CA
POINT (-94.9302002 29.2062747),16945973,US,Beach Pocket Park Number 3,4226 Fiddler Crab Ln,"Galveston, TX  77554",United States,,,travel_and_leisure.beach,TX
POINT (-122.2444975 47.9618099),16948136,US,Darlington Beach,1209 Madrona Ave,"Everett, WA 98203",United States,,,travel_and_leisure.beach,WA
POINT (-74.1126767 39.7428108),16948427,US,Barnegat Light Bay Beach,6 W 25th St,"Barnegat Light, NJ  08006",United States,,,travel_and_leisure.beach,NJ
POINT (-76.130246 36.91296),16970973,US,Chesapeake Bay,2400 Northampton Blvd,"Virginia Beach, VA  23455",United States,,,travel_and_leisure.beach,VA
POINT (134.2228889 6.9993561),16973498,US,Beach White Two,,,,,,travel_and_leisure.beach,PR
POINT (-83.2561623 41.6607011),16973597,US,Reno Beach,12003 Dyke Rd,"Reno Beach, OH  43412",United States,,,travel_and_leisure.beach,OH
POINT (-68.5691714 44.5959069),16976234,US,Sand Beach,344 Branchview Dr,"Ellsworth, ME  04605",United States,,,travel_and_leisure.beach,ME
POINT (-155.0892655 19.7781271),16977953,US,Lyman Bay,27-121 Mill Rd,"Papaikou, HI  96781",United States,,,travel_and_leisure.beach,HI
POINT (-124.0787978 46.7379559),16980743,US,Washaway Beach,1198 Seamobile Rd,"Grayland, WA  98547",United States,,,travel_and_leisure.beach,WA
POINT (-70.959717 42.2526398),16981728,US,Fire Station Beach,140 Doane St,"Quincy, MA  02169",United States,,,travel_and_leisure.beach,MA
POINT (-73.1436815 40.6464756),16984458,US,Seaview Bay Beach,32 Kelp Ave,"Ocean Beach, NY  11770",United States,,,travel_and_leisure.beach,NY
POINT (-75.9250546 39.3846585),16986388,US,Indian Acres,Back Creek,"Earleville, MD",United States,,,travel_and_leisure.beach,MD
POINT (-122.7074303 48.2384356),16988545,US,East San De Fuca,1691 W Penn Cove Rd,"Oak Harbor, WA  98277",United States,,,travel_and_leisure.beach,WA
POINT (-121.7898136 36.7996349),16989564,US,Sandholdt Beach,From Salinas River State Beach Parking Lot,"Moss Landing, CA  95039",United States,,,travel_and_leisure.beach,CA
POINT (-70.66739 42.6103867),16989569,US,Eelgrass Habitat Restoration,,,,,,travel_and_leisure.beach,MA
POINT (-156.9791667 21.2036111),16989995,US,ʻIliopiʻi Beach,Kalaupapa,"Koʻolau, Hawaiʻi",,,,travel_and_leisure.beach,HI
POINT (-75.737436 36.151957),16990083,US,Ocean Crest Beach,109 Ocean Crest Way,"Duck, NC  27949",United States,,,travel_and_leisure.beach,NC
POINT (-75.2860156 38.1495531),17006526,US,Public Landing Beach,4512 Public Landing Wharf Rd,"Snow Hill, MD  21863",United States,,,travel_and_leisure.beach,MD
POINT (-120.7071808 35.1741819),17008851,US,Shell Beach,435 Indio Dr,"Pismo Beach, CA 93449",United States,,,travel_and_leisure.beach,CA
POINT (-73.9593418 40.8539039),17013580,US,Hazard Beach,Henry Hudson Dr,"Fort Lee, NJ 07647",United States,,,travel_and_leisure.beach,NY
POINT (-159.3417677 21.9588363),17019797,US,Ninini Beach,Nawiliwili Harbor,"Lihue, HI",United States,,,travel_and_leisure.beach,HI
POINT (-92.9741117 34.68031),17023181,US,Cortez Beach,98 Sereno Ln,"Hot Springs Village, AR  71909",United States,,,travel_and_leisure.beach,AR
POINT (-122.85202 47.7615236),17027075,US,Point Whitney,1001 Point Whitney Rd,"Brinnon, WA  98320",United States,,,travel_and_leisure.beach,WA
POINT (-122.5236264 48.1630172),17027380,US,Indian Beach,1328 Sandpiper Loop,"Camano Island, WA  98282",United States,,,travel_and_leisure.beach,WA
POINT (-118.8863304 34.0388219),17028129,US,Robert H Meyer Memorial State Beach,32518 Pacific Coast Hwy,"Malibu, CA  90265",United States,,,travel_and_leisure.beach,CA
POINT (-111.9037614 43.6992199),17028711,US,Rigby Lake,490 N 4000 E,"Rigby, ID 83442",United States,,,travel_and_leisure.beach,ID
POINT (-70.1081659 42.043652),17028854,US,Town Beach,184 Shore Rd,"Provincetown, MA  02666",United States,,,travel_and_leisure.beach,MA
POINT (-76.3908443 37.6304342),17029680,US,White Stone Beach,1177 Beach Rd,"White Stone, VA 22578",United States,,,travel_and_leisure.beach,VA
POINT (-86.4253557 43.3759665),17030481,US,Medbery Park,7340 Lifeguard Rd,"Montague, MI  49437",United States,,,travel_and_leisure.beach,MI
POINT (-74.135935 39.9286281),17031372,US,Ocean Gate,150 E Riviera Ave,"Ocean Gate, NJ  08740",United States,,,travel_and_leisure.beach,NJ
POINT (144.7992498 13.5076545),17033112,US,Matapang Beach,204 Frank H Cushing Way,"Tamuning, Guam  96913",United States,,,travel_and_leisure.beach,PR
POINT (-78.6862066 33.8123744),17046741,US,Ingram Beach,504 6th Avenue South,"North Myrtle Beach, SC",29582,United States,,travel_and_leisure.beach,SC
POINT (-73.4721889 40.656846),17048696,US,Alhambra Beach,10 Alhambra Rd,"Massapequa, NY 11758",United States,,,travel_and_leisure.beach,NY
POINT (-73.9780712 40.3001488),17050325,US,Long Branch Beach,,,,,,travel_and_leisure.beach,NJ
POINT (-75.9365773 36.7282737),17050461,US,Sandbridge Beach,"2549 Sandfiddler Rd
Virginia Beach, VA 23456
United States",,,,,travel_and_leisure.beach,VA
POINT (-75.7191799 36.1158112),17050924,US,Chicahauk Beach,103 Ocean Blvd,"Kitty Hawk, NC  27949",United States,,,travel_and_leisure.beach,NC
POINT (-116.7826161 47.6634811),17052471,US,Tubbs Hill Beach,"Coeur D Alene, ID  83814",United States,,,,travel_and_leisure.beach,ID
POINT (-121.9222698 36.6307134),17054297,US,Otter Cove,863 Ocean View Blvd,"Pacific Grove, CA  93950",United States,,,travel_and_leisure.beach,CA
POINT (-88.9308333 43.8333333),17054563,US,Terrace Beach,N5611 CTH-A,"Princeton, WI  54941",United States,,,travel_and_leisure.beach,WI
POINT (-121.167673 35.685438),17056586,US,William Randolph Hearst Memorial Beach,3000 Hearst Castle Rd,"San Simeon, CA  93452",United States,,,travel_and_leisure.beach,CA
POINT (-87.1003863 45.6949781),17061415,US,Private Shoreline Beach #2-south Border- Portage Pt.,3988–4098 M-35,MI  49829,United States,,,travel_and_leisure.beach,MI
POINT (-111.8872997 46.7508217),17063139,US,Black Sandy Beach,6791 Hauser Dam Rd,"Helena, MT  59602",United States,,,travel_and_leisure.beach,MT
POINT (-72.092545 41.31521),17064849,US,Guthrie Beach,902 Pequot Ave,"New London, CT  06320",United States,,,travel_and_leisure.beach,CT
POINT (-122.9070269 38.156306),17066076,US,Fruit Tree Beach,6150 Pierce Point Rd,"Inverness, CA  94937",United States,,,travel_and_leisure.beach,CA
POINT (-122.6900232 37.9025159),17069944,US,RCA Beach,"Bolinas, CA  94924",United States,,,,travel_and_leisure.beach,CA
POINT (-118.486398 34.010532),17070553,US,Santa Monica Beach,443 Pacific Coast Hwy,"Santa Monica, CA  90402",United States,,,travel_and_leisure.beach,CA
POINT (-118.6093104 34.0366976),17072891,US,Big Rock Beach,19980 Pacific Coast Hwy,"Malibu, CA  90265",United States,,,travel_and_leisure.beach,CA
POINT (-118.4113312 33.8818529),17074709,US,Manhattan Beach,400-4500 The Strand,"Manhattan Beach, CA 90266",United States,,,travel_and_leisure.beach,CA
POINT (-66.4115416 18.4897621),17077098,US,Playa El Eco,"Vega Baja, PR  00693",United States,,,,travel_and_leisure.beach,PR
POINT (-122.9411101 38.1922179),17077553,US,Wall Beach,8180 Pierce Point Rd,"Inverness, CA  94937",United States,,,travel_and_leisure.beach,CA
POINT (-72.7532547 40.9677765),17077792,US,Woodcliff Park Beach,21 E Way Path,"Calverton, NY  11933",United States,,,travel_and_leisure.beach,NY
POINT (-66.1484156 18.4579946),17080195,US,La Playa de los Cabrras,Calle Manuel Enriquez,PR,United States,,,travel_and_leisure.beach,PR
POINT (-91.0374999 38.7553215),17081465,US,Lionshead Beach,"Wright City, MO  63390",United States,,,,travel_and_leisure.beach,MO
POINT (-117.2557993 32.7272465),17082212,US,No Surf Beach,Sunset Cliffs Blvd and Hill St,"San Diego, CA 92107",United States,,,travel_and_leisure.beach,CA
POINT (-76.9811496 42.8615626),17087006,US,Jennings Beach,529 Exchange St,#5-20,"Geneva, NY 14456",United States,,travel_and_leisure.beach,NY
POINT (-96.2183119 28.6985815),17088563,US,Palacios Bay Beach,TX-71,"Palacios, TX 77465",United States,,,travel_and_leisure.beach,TX
POINT (-72.481463 41.2707591),17097850,US,Island View Beach,15 Beachway,"Westbrook, CT 06498",United States,,,travel_and_leisure.beach,CT
POINT (-88.2880952 46.8200248),17099958,US,Private Shoreline Beach-adams Point,19038 Collins Rd,"Lanse, MI  49946",United States,,,travel_and_leisure.beach,MI
POINT (-71.552424 41.865708),17104709,US,Slacks Pond Beach,29 Greenlake Dr,"Greenville, RI  02828",United States,,,travel_and_leisure.beach,RI
POINT (-70.9840356 43.6809905),17107042,US,Province Lake Beach,5000–5092 Province Lake Rd,"East Wakefield, NH  03830",United States,,,travel_and_leisure.beach,NH
POINT (-83.3985919 45.2224405),17109083,US,Private Shoreline Beach-rock Beach To Pequaming Pt,"Presque Isle, MI  49777",United States,,,,travel_and_leisure.beach,MI
POINT (-77.9431012 33.916495),17111481,US,Fort Fisher Beach House,"Southport, NC  28461",United States,,,,travel_and_leisure.beach,NC
POINT (-66.2770234 18.4767295),17111976,US,La Playita,"Dorado, PR  00646",United States,,,,travel_and_leisure.beach,PR
POINT (177.6203871 51.9584415),17113608,US,Little Kiska Beach,Little Kiska Island,AK,United States,,,travel_and_leisure.beach,ME
POINT (-82.8042984 28.0538075),17114177,US,Dunedin Causeway,,,,,,travel_and_leisure.beach,FL
POINT (-70.0941133 42.0308242),17115736,US,Cold Storage Beach,53 Pond Rd,"North Truro, MA  02666",United States,,,travel_and_leisure.beach,MA
POINT (-76.5128369 38.6096866),17118831,US,Beach on the Chesapeake Bay,5100–5198 S Cabin Dr,"Huntingtown, MD  20639",United States,,,travel_and_leisure.beach,MD
POINT (-78.8060512 33.7481677),17120790,US,Marriott's Ocean Watch Beach,8500 Costa Verde Dr,"Myrtle Beach, SC  29572",United States,,,travel_and_leisure.beach,SC
POINT (-122.5921084 47.5959082),17121384,US,Illahee State Park Beach,3777 NE Bahia Vista Dr,"Bremerton, WA  98310",United States,,,travel_and_leisure.beach,WA
POINT (-117.8243262 33.5621928),17127377,US,Pelican Point,8471 CA-1,"Laguna Beach, CA  92651",United States,,,travel_and_leisure.beach,CA
POINT (-118.4872745 33.99926),17130261,US,Lifeguard Tower 26,2600 Ocean Front Walk,"Santa Monica, CA  90405",United States,,,travel_and_leisure.beach,CA
POINT (-78.8676739 42.0487031),17134415,US,Allegany State Park - Quaker Beach,559 Quaker Run,"Salamanca, NY  14779",United States,,,travel_and_leisure.beach,NY
POINT (-160.167768 21.8532936),17135624,US,Po‘ooneone Beach,Ni‘ihau,HI,United States,,,travel_and_leisure.beach,HI
