fid,name,latitude,longitude,formatted_address,street_number,route,city,county,state,zip,country,governing_jurisdiction,governing_body,geocode_status,raw_addr1,raw_addr2,raw_addr3,raw_addr4,raw_addr5
18028952,Seal Beach Senior Center,33.7438097,-118.1050012,"707 Electric Ave, Seal Beach, CA 90740, USA",707,Electric Avenue,Old Towne,Orange County,California,90740,United States,municipal,City of Old Towne,OK,,,,,
18035780,Topaz Beach,33.8315137,-118.3911502,"701 Esplanade, Redondo Beach, CA 90277, USA",701,Esplanade,Redondo Beach,Los Angeles County,California,90277,United States,municipal,City of Redondo Beach,OK,Topaz St,"Redondo Beach, CA 90277",United States,,
18052168,Encinal Beach,34.0388829,-118.8901436,"32800 Pacific Coast Hwy, Malibu, CA 90265, USA",32800,Pacific Coast Highway,Western Malibu,Los Angeles County,California,90265,United States,municipal,City of Western Malibu,OK,32800 Pacific Coast Hwy,"Malibu, CA 90265",United States,,
18075810,Wipeout Beach,32.8451765,-117.2789437,"17 Coast Blvd, La Jolla, CA 92037, USA",17,Coast Boulevard,La Jolla,San Diego County,California,92037,United States,municipal,City of La Jolla,OK,700-818 Coast Blvd,San Diego CA 92037,United States,,
18080480,Dunn Court Beach,37.8543843,-120.2054656,"19900 Pleasantview Dr, Groveland, CA 95321, USA",19900,Pleasantview Drive,Groveland,Tuolumne County,California,95321,United States,municipal,City of Groveland,OK,20022 Dunn Ct,"Groveland, CA  95321",United States,,
18091313,Annenberg Community Beach House,34.0241488,-118.5132788,"415 Pacific Coast Hwy, Santa Monica, CA 90402, USA",415,Pacific Coast Highway,North of Montana,Los Angeles County,California,90402,United States,municipal,City of North of Montana,OK,415 Pacific Coast Hwy,"Santa Monica, CA 90402",United States,,
18106983,Sandee,33.4629068,-117.7048794,"34445 Ensenada Pl, Dana Point, CA 92629, USA",34445,Ensenada Place,Dana Point,Orange County,California,92629,United States,municipal,City of Dana Point,OK,,,,,
18120246,Kellogg Beach,41.869457,-124.2126596,"VQ9P+QW Fort Dick, CA, USA",,,Fort Dick,Del Norte County,California,95531,United States,municipal,City of Fort Dick,OK,Kellogg Rd,"Crescent City, CA 95531",United States,,
18125876,Casa San Miguelito,35.1818829,-120.7338907,"2855 Avila Beach Dr, Avila Beach, CA 93424, USA",2855,Avila Beach Drive,Avila Beach,San Luis Obispo County,California,93424,United States,municipal,City of Avila Beach,OK,186 San Miguel St,"Avila Beach, CA  93424",United States,,
18191229,Pirate Cove Beach,34.7269278,-114.5077085,"PFGR+QW Needles, CA, USA",,,Needles,San Bernardino County,California,92363,United States,municipal,City of Needles,OK,100 Park Moabi Rd,"Needles, CA  92363",United States,,
18194230,Pine Mountain Lake Lodge,37.849718,-120.190291,"20270 Pine Mountain Dr, Groveland, CA 95321, USA",20270,Pine Mountain Drive,Groveland,Tuolumne County,California,95321,United States,municipal,City of Groveland,OK,,,,,
18198740,North Beach,34.0460946,-118.9460666,"12330 Pacific Coast Hwy, Malibu, CA 90265, USA",12330,Pacific Coast Highway,Malibu,Ventura County,California,90265,United States,municipal,City of Malibu,OK,Pacific Coast Hwy,"Malibu, CA 90265",United States,,
18241593,31st Street Beach,33.613095,-117.933578,"3010 W Oceanfront, Newport Beach, CA 92663, USA",3010,West Oceanfront,Balboa Peninsula,Orange County,California,92663,United States,municipal,City of Balboa Peninsula,OK,108 31st St,"Newport Beach, CA  92663",United States,,
18309206,Pelican North Beach,38.1886784,-122.9367411,"53Q7+F8 Marshall, CA, USA",,,Marshall,Marin County,California,94940,United States,municipal,City of Marshall,OK,8180 Pierce Point Rd,"Inverness, CA  94937",United States,,
18310333,West Cliff & Fair Ave Beach,36.9507635,-122.0441433,"1307 W Cliff Dr, Santa Cruz, CA 95060, USA",1307,West Cliff Drive,Santa Cruz,Santa Cruz County,California,95060,United States,municipal,City of Santa Cruz,OK,115 Fair Ave,"Santa Cruz, CA  95060",United States,,
18321417,Cayucos Beach,35.4399406,-120.8943594,"1168 Pacific Ave, Cayucos, CA 93430, USA",1168,Pacific Avenue,Cayucos,San Luis Obispo County,California,93430,United States,municipal,City of Cayucos,OK,1150 Pacific Ave,"Cayucos, CA  93430",United States,,
18332220,College Cove,41.067041,-124.1511512,"3R8X+RG Trinidad, CA, USA",,,Trinidad,Humboldt County,California,95570,United States,municipal,City of Trinidad,OK,585 Stagecoach Rd,"Trinidad, CA 95570",United States,,
18361762,Ocean Beach,32.7495692,-117.2527832,"1946-56 Abbott St, San Diego, CA 92107, USA",1946-56,Abbott Street,Point Loma,San Diego County,California,92107,United States,municipal,City of Point Loma,OK,"San Diego, CA  92107
United States",,,,
18474096,Latigo Beach,34.0302382,-118.7513709,"26508 Latigo Shore Dr, Malibu, CA 90265, USA",26508,Latigo Shore Drive,Central Malibu,Los Angeles County,California,90265,United States,municipal,City of Central Malibu,OK,Latigo Shore Dr,"Malibu, CA 90265",United States,,
18475829,Laguna Point Beach,39.4906288,-123.7957907,"F6R3+4X, Cleone, CA 95437, USA",,,Cleone,Mendocino County,California,95437,United States,municipal,City of Cleone,OK,Mill Creek Dr,"Fort Bragg, CA  95437",United States,,
18479434,Huntington Lake,37.2275264,-119.2359066,"6QH7+2J Huntington Lake, CA, USA",,,Huntington Lake,Fresno County,California,93634,United States,municipal,City of Huntington Lake,OK,,,,,
18486519,Ski Beach,32.7756047,-117.2332047,"Boat ramp San Diego, 1600 Vacation Rd, San Diego, CA 92109, USA",1600,Vacation Road,Mission Bay,San Diego County,California,92109,United States,municipal,City of Mission Bay,OK,"San Diego, CA 92109",United States,,,
18487187,Kehoe Beach,38.1615139,-122.9495537,"5362+J5 Marshall, CA, USA",,,Marshall,Marin County,California,94940,United States,municipal,City of Marshall,OK,"Inverness, CA 94937",United States,,,
18507518,Surf Beach,34.6808112,-120.6070948,"M9JV+85 Vandenberg Space Force Base, CA, USA",,,Vandenberg Space Force Base,Santa Barbara County,California,,United States,municipal,City of Vandenberg Space Force Base,OK,West Ocean Ave,"Lompoc, CA 93436",United States,,
18512263,Baker Beach,37.7925284,-122.4839179,"1600 Battery Chamberlin Rd, San Francisco, CA 94129, USA",1600,Battery Chamberlin Road,Presidio of San Francisco,San Francisco County,California,94129,United States,municipal,City of Presidio of San Francisco,OK,1770 Gibson Rd,"San Francisco, CA  94121",United States,,
18553741,Bay Beach,33.5986384,-117.8831176,"2144 E Balboa Blvd, Newport Beach, CA 92661, USA",2144,East Balboa Boulevard,Balboa Peninsula,Orange County,California,92661,United States,municipal,City of Balboa Peninsula,OK,2140 E Balboa Blvd,"Newport Beach, CA  92661",United States,,
18582149,China Cove Beach,34.1120438,-117.029966,"7799 Warm Springs Truck Rd, Mentone, CA 92359, USA",7799,Warm Springs Truck Road,Mentone,San Bernardino County,California,92359,United States,municipal,City of Mentone,OK,,,,,
18675372,Golden Gate Beach,37.8056253,-122.4653903,"1906 Marine Dr, San Francisco, CA 94129, USA",1906,Marine Drive,San Francisco,San Francisco County,California,94129,United States,municipal,City of San Francisco,OK,Crissy Field Promenade,"San Francisco, CA",United States,,
18684787,Keller Beach,37.9209423,-122.386685,"7 Western Dr, Richmond, CA 94801, USA",7,Western Drive,Point Richmond,Contra Costa County,California,94801,United States,municipal,City of Point Richmond,OK,Western Dr and Dornan Dr,"Richmond, CA 94801",United States,,
18702160,Pudding Creek Beach,39.4597468,-123.8082361,"103 Mackerricher State Park Rd, Fort Bragg, CA 95437, USA",103,Mackerricher State Park Road,Fort Bragg,Mendocino County,California,95437,United States,municipal,City of Fort Bragg,OK,1100 N Main St,"Fort Bragg, CA  95437",United States,,
18729018,Strands,33.466272,-117.699993,"34-192 Street of the Violet Lantern, Dana Point, CA 92629, USA",34-192,Street of the Violet Lantern,Dana Point,Orange County,California,92629,United States,municipal,City of Dana Point,OK,34212 Street of the Violet Lantern,"Dana Point, CA  92629",United States,,
18745155,Zmudowski State Beach,36.8382994,-121.8039449,"R5QW+8C Pajaro Dunes, CA, USA",,,Pajaro Dunes,Santa Cruz County,California,95076,United States,state,California State Parks,OK,Monterey Bay,"Moss Landing, CA",United States,,
18748312,Tallac Shoreline,38.9396532,-120.0457037,"1 Heritage Way, South Lake Tahoe, CA 96150, USA",1,Heritage Way,South Lake Tahoe,El Dorado County,California,96150,United States,municipal,City of South Lake Tahoe,OK,Tallac Bicycle Loop,"South Lake Tahoe, CA  96150",United States,,
18752671,Leadbetter Beach Area West,34.4119417,-119.6882612,"10 Stearns Wharf, Santa Barbara, CA 93101, USA",10,Stearns Wharf,Santa Barbara,Santa Barbara County,California,93101,United States,municipal,City of Santa Barbara,OK,"W Cabrillo Blvd 
Santa Barbara, CA  93109
United States",,,,
18766009,Annenberg Community Beach House,34.0234082,-118.5143395,"445 Pacific Coast Hwy, Santa Monica, CA 90402, USA",445,Pacific Coast Highway,North of Montana,Los Angeles County,California,90402,United States,municipal,City of North of Montana,OK,,,,,
18815520,Fern Grotto Beach,36.9544147,-122.0871624,"XW37+Q4 Santa Cruz, CA, USA",,,Santa Cruz,Santa Cruz County,California,,United States,municipal,City of Santa Cruz,OK,1401 Coast Rd,"Santa Cruz, CA  95060",United States,,
18817531,Main Beach,39.0395968,-121.0662578,"11685 Lakeshore N, Auburn, CA 95602, USA",11685,Lakeshore North,Auburn,Nevada County,California,95602,United States,municipal,City of Auburn,OK,Clubhouse Dr,"Auburn, CA  95602",United States,,
18833231,Santa Cruz Main Beach,36.964055,-122.017368,"400 Beach St, Santa Cruz, CA 95060, USA",400,Beach Street,Santa Cruz,Santa Cruz County,California,95060,United States,municipal,City of Santa Cruz,OK,108 Beach St,"Santa Cruz, CA  95060",United States,,
18852327,Strands,33.4664968,-117.7163947,"27 Strand Beach Dr, Dana Point, CA 92629, USA",27,Strand Beach Drive,Dana Point,Orange County,California,92629,United States,municipal,City of Dana Point,OK,Strand Beach Route and Revetment Trail,CA,United States,,
18860366,Greyhound Rock,37.0787617,-122.2672143,"3PHM+G4 Swanton, CA, USA",,,Swanton,Santa Cruz County,California,95017,United States,municipal,City of Swanton,OK,"Santa Cruz County, CA",United States,,,
18860692,Rerip Garage,32.7499767,-117.2426649,"4794 Voltaire St, San Diego, CA 92107, USA",4794,Voltaire Street,Point Loma,San Diego County,California,92107,United States,municipal,City of Point Loma,OK,4794 Voltaire St,"San Diego, CA  92107",United States,,
18863651,Fish Rock Beach,38.803061,-123.5818248,"35200 CA-1, Gualala, CA 95445, USA",35200,California 1,Gualala,Mendocino County,California,95445,United States,municipal,City of Gualala,OK,35200 CA-1,"Gualala, CA  95445",United States,,
18878176,San Gregorio State Beach,37.3241614,-122.4038342,"8HFW+MF San Gregorio, CA, USA",,,San Gregorio,San Mateo County,California,,United States,state,California State Parks,OK,20063 Cabrillo Hwy S,"Half Moon Bay, CA  94019",United States,,
18911142,Treasure Island Beach,33.512023,-117.7547693,"31025 Coast Hwy, Laguna Beach, CA 92651, USA",31025,Coast Highway,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,Treasure Island,"Laguna Beach, CA 92651",United States,,
18922541,Terranea Cove Beach,33.7387146,-118.3937628,"6600 Sea Cove Dr, Palos Verdes Estates, CA 90275, USA",6600,Sea Cove Drive,Palos Verdes Estates,Los Angeles County,California,90275,United States,municipal,City of Palos Verdes Estates,OK,,,,,
18958908,Gator Beach,32.67323,-117.1710134,"1830 Avenida Del Mundo, Coronado, CA 92118, USA",1830,Avenida Del Mundo,Coronado,San Diego County,California,92118,United States,municipal,City of Coronado,OK,"Trident Way
Coronado, CA 92118
United States",,,,
19028220,Seal Beach,33.7388523,-118.1067207,"900 Ocean Ave, Seal Beach, CA 90740, USA",900,Ocean Avenue,Old Towne,Orange County,California,90740,United States,municipal,City of Old Towne,OK,"211 Eighth St
Seal Beach, CA 90740
United States",,,,
19028758,Black's Beach,32.8904348,-117.2537327,"VPRW+5G San Diego, CA, USA",,,San Diego,San Diego County,California,,United States,municipal,City of San Diego,OK,2800 Torrey Pines Scenic Dr,"San Diego, CA 92037",United States,,
19030376,Olde Port Beach,35.177552,-120.74935,"6520 Avila Beach Dr, San Luis Obispo, CA 93405, USA",6520,Avila Beach Drive,San Luis Obispo,San Luis Obispo County,California,93405,United States,municipal,City of San Luis Obispo,OK,6520 Avila Beach Dr,CA 93405,United States,,
19077552,Descanso Bay,33.350631,-118.328537,"1 St Catherine Way, Avalon, CA 90704, USA",1,Saint Catherine Way,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,1 Saint Catherine Way,"Avalon, CA  90704",United States,,
19111377,Santa Cruz Beach,34.4114372,-119.8416245,"C565+H9 University of California-Santa Barbara, CA, USA",,,University of California-Santa Barbara,Santa Barbara County,California,,United States,municipal,City of University of California-Santa Barbara,OK,Lagoon Rd,"Goleta, CA  93117",United States,,
19155410,Baker Beach,41.0478675,-124.1249084,"1237 Trinidad Scenic Dr, Trinidad, CA 95570, USA",1237,Trinidad Scenic Drive,Trinidad,Humboldt County,California,95570,United States,municipal,City of Trinidad,OK,1300 Scenic Dr,"Trinidad, CA  95570",United States,,
19190305,Indian Beach,39.0236348,-122.7238056,"9945 CA-20, Clearlake Oaks, CA 95423, USA",9945,California 20,Clearlake Oaks,Lake County,California,95423,United States,municipal,City of Clearlake Oaks,OK,"9945 E Highway 20
Clearlake Oaks, CA  95423
United States",,,,
19205795,Trestles Beach,33.3856932,-117.5937627,"9CP4+7F San Clemente, CA, USA",,,San Clemente,Orange County,California,,United States,municipal,City of San Clemente,OK,"San Clemente, CA 92672",United States,,,
19296020,Agate Beach,41.144288,-124.142924,"4VV4+PR Big Lagoon, CA, USA",,,Big Lagoon,Humboldt County,California,95570,United States,municipal,City of Big Lagoon,OK,4150 Patricks Point Dr,"Trinidad, CA  95570",United States,,
19301667,Sands Beach,34.4100785,-119.8813856,"C469+2C University of California-Santa Barbara, CA, USA",,,University of California-Santa Barbara,Santa Barbara County,California,,United States,municipal,City of University of California-Santa Barbara,OK,Slough Road,"Isla Vista, CA 93117",United States,,
19312769,Turnarounds Beach,33.1236568,-117.3293968,"2101000400, Carlsbad, CA 92008, USA",,,Carlsbad,San Diego County,California,92008,United States,municipal,City of Carlsbad,OK,129–137 Palomar Airport Rd,"Carlsbad, CA 92008",United States,,
19326764,South Blue Gum Beach,38.2204916,-122.9694039,"62CJ+56 Dillon Beach, CA, USA",,,Dillon Beach,Marin County,California,,United States,municipal,City of Dillon Beach,OK,"Inverness, CA  94937",United States,,,
19353466,Rosie's Dog Beach,33.7553307,-118.1414044,"5100 E Ocean Blvd, Long Beach, CA 90803, USA",5100,East Ocean Boulevard,Belmont Shore,Los Angeles County,California,90803,United States,municipal,City of Belmont Shore,OK,5000 E Ocean Blvd,"Long Beach, CA  90803",United States,,
19390718,Frolic Cove Beach,39.3536893,-123.8210219,"45421 Greenling Cir, Mendocino, CA 95460, USA",45421,Greenling Circle,Mendocino,Mendocino County,California,95460,United States,municipal,City of Mendocino,OK,14180 Vega Dr,"Mendocino, CA 95460",United States,,
19422467,Redondo Beach,33.8191858,-118.3894473,"1700 Esplanade, Redondo Beach, CA 90277, USA",1700,Esplanade,South Redondo,Los Angeles County,California,90277,United States,municipal,City of South Redondo,OK,400-1700 Esplanade,"Redondo Beach, CA 90277",United States,,
19432744,Surfers Knoll Beach,34.2404786,-119.2669447,"1684-1614 Spinnaker Dr, Ventura, CA 93001, USA",1684-1614,Spinnaker Drive,Ventura,Ventura County,California,93001,United States,municipal,City of Ventura,OK,1596 Spinnaker Dr,"Ventura, CA  93001",United States,,
19488024,Grays Beach,39.0337238,-121.6047625,"29MW+F3 Plumas Lake, CA, USA",,,Plumas Lake,Yuba County,California,,United States,municipal,City of Plumas Lake,OK,"Olivehurst, CA  95961",United States,,,
19490720,Carnelian West,39.2256027,-120.0824811,"5074 N Lake Blvd, Carnelian Bay, CA 96140, USA",5074,North Lake Boulevard,Carnelian Bay,Placer County,California,96140,United States,municipal,City of Carnelian Bay,OK,5074 N Lake Blvd,"Carnelian Bay, CA 96140",United States,,
19505421,Manor Beach,37.7266261,-122.4654543,"1 Manor Dr, San Francisco, CA 94127, USA",1,Manor Drive,West of Twin Peaks,San Francisco County,California,94127,United States,municipal,City of West of Twin Peaks,OK,1 Manor Dr,"San Francisco, CA  94127",United States,,
19510033,Blacks Beach,36.9602036,-121.9937719,"171 14th Ave, Santa Cruz, CA 95062, USA",171,14th Avenue,Santa Cruz,Santa Cruz County,California,95062,United States,municipal,City of Santa Cruz,OK,198 14th Ave,"Santa Cruz, CA 95062",United States,,
19521636,Las Flores Beach,33.291149,-117.4659491,"7GRM+FJ Camp Pendleton South, CA, USA",,,Camp Pendleton South,San Diego County,California,92058,United States,municipal,City of Camp Pendleton South,OK,20466 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
19528631,Carmel River State Beach,36.537226,-121.928029,"G3PC+VQ Carmel Point, Carmel-by-the-Sea, CA, USA",,,Carmel Point,Monterey County,California,,United States,state,California State Parks,OK,"Carmel, CA  93923",United States,,,
